dbo;PARAM_SMS_SABLONLAR;PK__PARAM_SM__3214EC274EFDAD20;CLUSTERED;1;1;ID
dbo;PARAM_TATIL_TANIMLARI;PK_PARAM_TATIL_TANIMLARI;CLUSTERED;1;1;ID
dbo;PARAM_TEORI_DERS_ONAYLAYAN;PK_PARAM_TEORI_DERS_ONAYLAYAN;CLUSTERED;1;1;ID
dbo;PARAM_VTSUBE;PK_PARAM_VTSUBE;CLUSTERED;1;1;ID
dbo;PARAM_YEDEK;PK_PARAM_YEDEK;CLUSTERED;1;1;ID
dbo;PERSONEL;PK_PERSONEL;CLUSTERED;1;1;ID
sys;plan_persist_context_settings;plan_persist_context_settings_cidx;CLUSTERED;1;0;context_settings_id
sys;plan_persist_plan;plan_persist_plan_cidx;CLUSTERED;1;0;plan_id
sys;plan_persist_plan;plan_persist_plan_idx1;NONCLUSTERED;0;0;query_id
sys;plan_persist_plan_feedback;plan_feedback_cidx;CLUSTERED;1;0;plan_feedback_id
sys;plan_persist_plan_feedback;plan_feedback_idx1;NONCLUSTERED;0;0;plan_id, feature_id
sys;plan_persist_plan_forcing_locations;plan_persist_plan_force_cidx;CLUSTERED;1;0;query_id, plan_id, replica_group_id
sys;plan_persist_plan_forcing_locations;plan_persist_plan_force_idx1;NONCLUSTERED;1;0;plan_forcing_location_id
sys;plan_persist_query;plan_persist_query_cidx;CLUSTERED;1;0;query_id
sys;plan_persist_query;plan_persist_query_idx1;NONCLUSTERED;0;0;query_text_id, context_settings_id
sys;plan_persist_query_hints;plan_persist_query_hints_cidx;CLUSTERED;1;0;query_hint_id
sys;plan_persist_query_hints;plan_persist_query_hints_idx1;NONCLUSTERED;0;0;query_id
sys;plan_persist_query_template_parameterization;plan_persist_query_template_parameterization_cidx;CLUSTERED;1;0;query_template_id
sys;plan_persist_query_template_parameterization;plan_persist_query_template_parameterization_idx1;NONCLUSTERED;1;0;query_template_hash
sys;plan_persist_query_text;plan_persist_query_text_cidx;CLUSTERED;1;0;query_text_id
sys;plan_persist_query_text;plan_persist_query_text_idx1;NONCLUSTERED;1;0;statement_sql_handle
sys;plan_persist_query_variant;plan_persist_query_variant_cidx;CLUSTERED;1;0;query_variant_query_id
sys;plan_persist_query_variant;plan_persist_query_variant_idx1;NONCLUSTERED;0;0;parent_query_id, dispatcher_plan_id
sys;plan_persist_replicas;plan_persist_qds_replicas_cidx;CLUSTERED;1;0;replica_group_id
sys;plan_persist_replicas;plan_persist_qds_replicas_idx1;NONCLUSTERED;0;0;role_type
sys;plan_persist_runtime_stats;plan_persist_runtime_stats_cidx;CLUSTERED;1;0;plan_id, runtime_stats_interval_id, execution_type
sys;plan_persist_runtime_stats;plan_persist_runtime_stats_idx1;NONCLUSTERED;1;0;runtime_stats_id
sys;plan_persist_runtime_stats_interval;plan_persist_runtime_stats_interval_cidx;CLUSTERED;1;0;runtime_stats_interval_id
sys;plan_persist_runtime_stats_interval;plan_persist_runtime_stats_interval_idx1;NONCLUSTERED;0;0;end_time
sys;plan_persist_runtime_stats_v2;plan_persist_runtime_stats_v2_cidx;CLUSTERED;1;0;runtime_stats_interval_id, replica_group_id, plan_id, execution_type
sys;plan_persist_runtime_stats_v2;plan_persist_runtime_stats_v2_idx1;NONCLUSTERED;0;0;plan_id, runtime_stats_interval_id, execution_type
sys;plan_persist_runtime_stats_v2;plan_persist_runtime_stats_v2_idx2;NONCLUSTERED;1;0;runtime_stats_id
sys;plan_persist_wait_stats;plan_persist_wait_stats_cidx;CLUSTERED;1;0;runtime_stats_interval_id, plan_id, wait_category, execution_type
sys;plan_persist_wait_stats;plan_persist_wait_stats_idx1;NONCLUSTERED;1;0;wait_stats_id
sys;plan_persist_wait_stats_v2;plan_persist_wait_stats_v2_cidx;CLUSTERED;1;0;runtime_stats_interval_id, replica_group_id, plan_id, execution_type, wait_category
sys;plan_persist_wait_stats_v2;plan_persist_wait_stats_v2_idx1;NONCLUSTERED;0;0;plan_id, runtime_stats_interval_id, execution_type, wait_category
sys;plan_persist_wait_stats_v2;plan_persist_wait_stats_v2_idx2;NONCLUSTERED;1;0;wait_stats_id
sys;queue_messages_1977058079;queue_clustered_index;CLUSTERED;1;0;status, conversation_group_id, priority, conversation_handle, queuing_order
sys;queue_messages_1977058079;queue_secondary_index;NONCLUSTERED;1;0;status, priority, queuing_order, conversation_group_id, conversation_handle, service_id
sys;queue_messages_2009058193;queue_clustered_index;CLUSTERED;1;0;status, conversation_group_id, priority, conversation_handle, queuing_order
sys;queue_messages_2009058193;queue_secondary_index;NONCLUSTERED;1;0;status, priority, queuing_order, conversation_group_id, conversation_handle, service_id
sys;queue_messages_2041058307;queue_clustered_index;CLUSTERED;1;0;status, conversation_group_id, priority, conversation_handle, queuing_order
sys;queue_messages_2041058307;queue_secondary_index;NONCLUSTERED;1;0;status, priority, queuing_order, conversation_group_id, conversation_handle, service_id
dbo;RAPOR_LISTESI;PK_RAPOR_LISTESI;CLUSTERED;1;1;ID
dbo;REFERANS_KART;PK__REFERANS__3214EC27276EDEB3;CLUSTERED;1;1;ID
dbo;Resources;PK_Resources;CLUSTERED;1;1;UniqueID
dbo;SINAV_LISTE_DIREKSIYON;PK_SINAV_LISTE_DIREKSIYON;CLUSTERED;1;1;ID
dbo;SINAV_LISTE_TEORI;PK_SINAV_LISTE_TEORI;CLUSTERED;1;1;ID
dbo;SINAV_TARIHLERI;PK_SINAV_TARIHLERI;CLUSTERED;1;1;ID
dbo;SINAV_YERLERI;PK__SINAV_YE__3214EC277B5B524B;CLUSTERED;1;1;ID
sys;sqlagent_job_history;sqlagent_job_history_clust;CLUSTERED;1;0;instance_id
sys;sqlagent_job_history;sqlagent_job_history_nc1;NONCLUSTERED;0;0;job_id
sys;sqlagent_jobs;sqlagent_jobs_clust;CLUSTERED;1;0;job_id
sys;sqlagent_jobs;sqlagent_jobs_nc1_name;NONCLUSTERED;0;0;name
sys;sqlagent_jobsteps;sqlagent_jobsteps_clust;CLUSTERED;1;0;job_id, step_id
sys;sqlagent_jobsteps;sqlagent_jobsteps_nc1;NONCLUSTERED;1;0;job_id, step_name
sys;sqlagent_jobsteps;sqlagent_jobsteps_nc2;NONCLUSTERED;1;0;step_uid
sys;sqlagent_jobsteps_logs;sqlagent_jobsteps_logs_nc1;NONCLUSTERED;0;0;step_uid, date_created
sys;syscommittab;ci_commit_ts;CLUSTERED;1;0;commit_ts, xdes_id
sys;syscommittab;si_xdes_id;NONCLUSTERED;1;0;dbfragid, xdes_id
dbo;sysdiagrams;PK__sysdiagr__C2B05B61D8ED3ACA;CLUSTERED;1;1;diagram_id
dbo;sysdiagrams;UK_principal_name;NONCLUSTERED;1;0;principal_id, name
dbo;TAKIP_YAKIT;PK_TAKIP_YAKIT;CLUSTERED;1;1;ID
sys;wpr_bucket_table;wpr_bucket_clustered_idx;CLUSTERED;1;0;bucket_id
